学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
F210310101923,F2(短大),10(群馬),3(私),1(本),育英短期大学,群馬県高崎市京目町１６５６－１,3700011,2021-01-20,,5143,
G110110101935,G1(高専),10(群馬),1(国),1(本),群馬工業高等専門学校,群馬県前橋市鳥羽町５８０,3718530,2021-01-20,,6548,
F111110101945,F1(大学),11(埼玉),1(国),1(本),埼玉大学,埼玉県さいたま市桜区下大久保２５５,3388570,2021-01-20,,0164,
F111210101952,F1(大学),11(埼玉),2(公),1(本),埼玉県立大学,埼玉県越谷市三野宮８２０,3438540,2021-01-20,,1143,
F111310101969,F1(大学),11(埼玉),3(私),1(本),日本医療科学大学,埼玉県入間郡毛呂山町下川原１２７６番地,3500435,2021-01-20,,2119,
F111310101978,F1(大学),11(埼玉),3(私),1(本),日本薬科大学,埼玉県北足立郡伊奈町小室１０２８１,3620806,2021-01-20,,2125,
F111310101987,F1(大学),11(埼玉),3(私),1(本),武蔵野学院大学,埼玉県狭山市広瀬台３－２６－１,3501328,2021-01-20,,2126,
F111310101996,F1(大学),11(埼玉),3(私),1(本),浦和大学,埼玉県さいたま市緑区大崎３５５１番地,3360974,2021-01-20,,2129,
F111310102003,F1(大学),11(埼玉),3(私),1(本),ものつくり大学,埼玉県行田市大字前谷３３３,3610038,2021-01-20,,2136,
F111310102012,F1(大学),11(埼玉),3(私),1(本),共栄大学,埼玉県春日部市内牧４１５８番地,3440051,2021-01-20,,2145,
F111310102021,F1(大学),11(埼玉),3(私),1(本),埼玉学園大学,埼玉県川口市大字木曽呂１５１０番地,3330831,2021-01-20,,2146,
F111310102030,F1(大学),11(埼玉),3(私),1(本),尚美学園大学,埼玉県川越市豊田町１－１－１,3501110,2021-01-20,,2147,
F111310102049,F1(大学),11(埼玉),3(私),1(本),人間総合科学大学,埼玉県さいたま市岩槻区馬込１２８８,3398539,2021-01-20,,2148,
F111310102058,F1(大学),11(埼玉),3(私),1(本),西武文理大学,埼玉県狭山市大字柏原新田字下河原３１１番地１,3501336,2021-01-20,,2149,
F111310102067,F1(大学),11(埼玉),3(私),1(本),十文字学園女子大学,埼玉県新座市菅沢２－１－２８,3528510,2021-01-20,,2150,
F111310102076,F1(大学),11(埼玉),3(私),1(本),平成国際大学,埼玉県加須市大字水深字大立野２０００,3478504,2021-01-20,,2151,
F111310102085,F1(大学),11(埼玉),3(私),1(本),東京国際大学,埼玉県川越市的場北１－１３－１,3501197,2021-01-20,,2153,
F111310102094,F1(大学),11(埼玉),3(私),1(本),城西大学,埼玉県坂戸市けやき台１－１,3500295,2021-01-20,,2154,
F111310102101,F1(大学),11(埼玉),3(私),1(本),東邦音楽大学,埼玉県川越市今泉８４,3500015,2021-01-20,,2155,
F111310102110,F1(大学),11(埼玉),3(私),1(本),獨協大学,埼玉県草加市学園町１－１,3400042,2021-01-20,,2156,
F111310102129,F1(大学),11(埼玉),3(私),1(本),日本工業大学,埼玉県南埼玉郡宮代町学園台４－１－１,3458501,2021-01-20,,2157,
F111310102138,F1(大学),11(埼玉),3(私),1(本),明海大学,埼玉県坂戸市けやき台１－１,3500283,2021-01-20,,2159,
F111310102147,F1(大学),11(埼玉),3(私),1(本),埼玉医科大学,埼玉県入間郡毛呂山町毛呂本郷３８,3500495,2021-01-20,,2160,
F111310102156,F1(大学),11(埼玉),3(私),1(本),埼玉工業大学,埼玉県深谷市普済寺１６９０,3690203,2021-01-20,,2161,
F111310102165,F1(大学),11(埼玉),3(私),1(本),駿河台大学,埼玉県飯能市大字阿須字一の木６９８,3578555,2021-01-20,,2162,
F111310102174,F1(大学),11(埼玉),3(私),1(本),聖学院大学,埼玉県上尾市戸崎１－１,3628585,2021-01-20,,2163,
F111310102183,F1(大学),11(埼玉),3(私),1(本),女子栄養大学,埼玉県坂戸市千代田３－９－２１,3500288,2021-01-20,,2209,
F111310102192,F1(大学),11(埼玉),3(私),1(本),東都大学,埼玉県深谷市上柴町西４丁目２番１１,3660052,2021-01-20,,2265,
F111310102209,F1(大学),11(埼玉),3(私),1(本),日本保健医療大学,埼玉県幸手市大字幸手１９６１－２,3400113,2021-01-20,,2266,
F211310102217,F2(短大),11(埼玉),3(私),1(本),武蔵野短期大学,埼玉県狭山市広瀬台３－２６－１,3501328,2021-01-20,,5147,
F211310102226,F2(短大),11(埼玉),3(私),1(本),埼玉純真短期大学,埼玉県羽生市下岩瀬４３０,3480045,2021-01-20,,5148,
F211310102235,F2(短大),11(埼玉),3(私),1(本),城西短期大学,埼玉県坂戸市けやき台１－１,3500295,2021-01-20,,5149,
F211310102244,F2(短大),11(埼玉),3(私),1(本),国際学院埼玉短期大学,埼玉県さいたま市大宮区吉敷町２－５,3308548,2021-01-20,,5150,
F211310102253,F2(短大),11(埼玉),3(私),9(廃),浦和大学短期大学部,埼玉県さいたま市緑区大崎３５５１,3360974,2021-01-20,2023-05-01,5152,
F211310102262,F2(短大),11(埼玉),3(私),1(本),秋草学園短期大学,埼玉県所沢市泉町１７８９,3591112,2021-01-20,,5155,
F211310102271,F2(短大),11(埼玉),3(私),1(本),川口短期大学,埼玉県川口市大字木曽呂１５１１,3330831,2021-01-20,,5157,
F211310102280,F2(短大),11(埼玉),3(私),1(本),埼玉医科大学短期大学,埼玉県入間郡毛呂山町毛呂本郷３８,3500495,2021-01-20,,5160,
F211310102299,F2(短大),11(埼玉),3(私),1(本),埼玉女子短期大学,埼玉県日高市大字女影字小河原１６１６,3501227,2021-01-20,,5161,
F211310102306,F2(短大),11(埼玉),3(私),1(本),山村学園短期大学,埼玉県比企郡鳩山町石坂６０４,3500311,2021-01-20,,5162,
F211310102315,F2(短大),11(埼玉),3(私),1(本),武蔵丘短期大学,埼玉県比企郡吉見町大字南吉見字村上１１１－１,3550154,2021-01-20,,5163,
F211310102324,F2(短大),11(埼玉),3(私),1(本),埼玉東萌短期大学,埼玉県越谷市新越谷２－２１－１,3430857,2021-01-20,,5262,
F112110102337,F1(大学),12(千葉),1(国),1(本),千葉大学,千葉県千葉市稲毛区弥生町１－３３,2638522,2021-01-20,,0168,
F112210102353,F1(大学),12(千葉),2(公),1(本),千葉県立保健医療大学,千葉県千葉市美浜区若葉２丁目１０番１号,2610014,2021-01-20,,1144,
F112310102342,F1(大学),12(千葉),3(私),1(本),放送大学,千葉県千葉市美浜区若葉町２－１１,2610014,2021-01-20,,0991,
F112310102360,F1(大学),12(千葉),3(私),1(本),千葉科学大学,千葉県銚子市潮見町３番地,2880025,2021-01-20,,2123,
F112310102379,F1(大学),12(千葉),3(私),1(本),愛国学園大学,千葉県四街道市四街道１５３２,2840005,2021-01-20,,2166,
F112310102388,F1(大学),12(千葉),3(私),1(本),開智国際大学,千葉県柏市柏１２２５番６,2770005,2021-01-20,,2167,
F112310102397,F1(大学),12(千葉),3(私),1(本),清和大学,千葉県木更津市東太田３－４－５,2928555,2021-01-20,,2168,
F112310102404,F1(大学),12(千葉),3(私),1(本),城西国際大学,千葉県東金市求名１,2838555,2021-01-20,,2170,
F112310102413,F1(大学),12(千葉),3(私),1(本),淑徳大学,千葉県千葉市中央区大巌寺町２００,2608701,2021-01-20,,2171,
F112310102422,F1(大学),12(千葉),3(私),1(本),敬愛大学,千葉県千葉市稲毛区穴川１－５－２１,2630024,2021-01-20,,2172,
F112310102431,F1(大学),12(千葉),3(私),1(本),千葉工業大学,千葉県習志野市津田沼２－１７－１,2750016,2021-01-20,,2173,
F112310102440,F1(大学),12(千葉),3(私),1(本),千葉商科大学,千葉県市川市国府台１－３－１,2728512,2021-01-20,,2174,
F112310102459,F1(大学),12(千葉),3(私),1(本),中央学院大学,千葉県我孫子市久寺家４５１,2701196,2021-01-20,,2175,
F112310102468,F1(大学),12(千葉),3(私),1(本),麗澤大学,千葉県柏市光ケ丘２－１－１,2778686,2021-01-20,,2176,
F112310102477,F1(大学),12(千葉),3(私),1(本),和洋女子大学,千葉県市川市国府台２－３－１,2728533,2021-01-20,,2177,
F112310102486,F1(大学),12(千葉),3(私),1(本),国際武道大学,千葉県勝浦市新官８４１,2995224,2021-01-20,,2180,
F112310102495,F1(大学),12(千葉),3(私),1(本),神田外語大学,千葉県千葉市美浜区若葉１－４－１,2600000,2021-01-20,,2181,
F112310102501,F1(大学),12(千葉),3(私),1(本),千葉経済大学,千葉県千葉市稲毛区轟町３－５９－５,2630021,2021-01-20,,2183,
F112310102510,F1(大学),12(千葉),3(私),1(本),秀明大学,千葉県八千代市大学町１－１,2760003,2021-01-20,,2184,
F112310102529,F1(大学),12(千葉),3(私),1(本),川村学園女子大学,千葉県我孫子市下ケ戸１１３３,2701138,2021-01-20,,2185,
F112310102538,F1(大学),12(千葉),3(私),1(本),東京情報大学,千葉県千葉市若葉区御成台４－１,2658501,2021-01-20,,2186,
F112310102547,F1(大学),12(千葉),3(私),1(本),東京基督教大学,千葉県印西市内野３－３０１－５,2701347,2021-01-20,,2187,
F112310102556,F1(大学),12(千葉),3(私),1(本),聖徳大学,千葉県松戸市岩瀬５５０,2718555,2021-01-20,,2188,
F112310102565,F1(大学),12(千葉),3(私),1(本),江戸川大学,千葉県流山市駒木４７４,2700198,2021-01-20,,2189,
F112310102574,F1(大学),12(千葉),3(私),1(本),了徳寺大学,千葉県浦安市明海５丁目８番１号,2798567,2021-01-20,,2262,
F112310102583,F1(大学),12(千葉),3(私),1(本),植草学園大学,千葉県千葉市若葉区小倉町１６３９番３,2640007,2021-01-20,,2263,
F112310102592,F1(大学),12(千葉),3(私),1(本),三育学院大学,千葉県夷隅郡大多喜町久我原１５００番地,2980200,2021-01-20,,2264,
F112310102609,F1(大学),12(千葉),3(私),1(本),亀田医療大学,千葉県鴨川市横渚４６２番地,2960001,2021-01-20,,2270,
F212310102617,F2(短大),12(千葉),3(私),1(本),千葉明徳短期大学,千葉県千葉市中央区南生実町１４１２,2608685,2021-01-20,,5156,
F212310102626,F2(短大),12(千葉),3(私),1(本),昭和学院短期大学,千葉県市川市東菅野２－１７－１,2720823,2021-01-20,,5171,
F212310102635,F2(短大),12(千葉),3(私),1(本),聖徳大学短期大学部,千葉県松戸市岩瀬５５０,2718555,2021-01-20,,5172,
F212310102644,F2(短大),12(千葉),3(私),1(本),清和大学短期大学部,千葉県木更津市東太田３－４－２,2928511,2021-01-20,,5173,
F212310102653,F2(短大),12(千葉),3(私),1(本),千葉敬愛短期大学,千葉県佐倉市山王１－９,2850807,2021-01-20,,5174,
F212310102662,F2(短大),12(千葉),3(私),1(本),千葉経済大学短期大学部,千葉県千葉市稲毛区轟町３－５９－５,2630021,2021-01-20,,5178,
F212310102671,F2(短大),12(千葉),3(私),1(本),東京経営短期大学,千葉県市川市二俣６２５－１,2720001,2021-01-20,,5184,
F212310102680,F2(短大),12(千葉),3(私),1(本),植草学園短期大学,千葉県千葉市若葉区小倉町１６３９番３,2640007,2021-01-20,,5185,
G112110102692,G1(高専),12(千葉),1(国),1(本),木更津工業高等専門学校,千葉県木更津市清見台東２－１１－１,2920041,2021-01-20,,6556,
F113110102700,F1(大学),13(東京),1(国),1(本),東京大学,東京都文京区本郷７－３－１,1130033,2021-01-20,,0172,
F113110102719,F1(大学),13(東京),1(国),1(本),東京医科歯科大学,東京都文京区湯島１－５－４５,1130034,2021-01-20,,0176,
F113110102728,F1(大学),13(東京),1(国),1(本),東京外国語大学,東京都府中市朝日町３－１１－１,1838534,2021-01-20,,0180,
F113110102737,F1(大学),13(東京),1(国),1(本),東京芸術大学,東京都台東区上野公園１２－８,1100007,2021-01-20,,0184,
F113110102746,F1(大学),13(東京),1(国),1(本),東京工業大学,東京都目黒区大岡山２－１２－１,1528550,2021-01-20,,0192,
F113110102755,F1(大学),13(東京),1(国),1(本),お茶の水女子大学,東京都文京区大塚２－１－１,1128610,2021-01-20,,0204,
F113110102764,F1(大学),13(東京),1(国),1(本),東京学芸大学,東京都小金井市貫井北町４－１－１,1848501,2021-01-20,,0208,
F113110102773,F1(大学),13(東京),1(国),1(本),東京農工大学,東京都府中市晴見町３－８－１,1838538,2021-01-20,,0212,
F113110102782,F1(大学),13(東京),1(国),1(本),電気通信大学,東京都調布市調布ケ丘１－５－１,1828585,2021-01-20,,0216,
F113110102791,F1(大学),13(東京),1(国),1(本),一橋大学,東京都国立市中２－１,1868601,2021-01-20,,0220,
F113110102808,F1(大学),13(東京),1(国),1(本),政策研究大学院大学,東京都港区六本木７－２２－１,1068677,2021-01-20,,0496,
F113110102817,F1(大学),13(東京),1(国),1(本),東京海洋大学,東京都港区港南４－５－７,1088477,2021-01-20,,0504,
F113210102824,F1(大学),13(東京),2(公),1(本),東京都立大学,東京都八王子市南大沢１丁目１番,1920397,2021-01-20,,1149,
F113210102833,F1(大学),13(東京),2(公),1(本),東京都立産業技術大学院大学,東京都品川区東大井一丁目１０番４０号,1400011,2021-01-20,,1154,
F113310102840,F1(大学),13(東京),3(私),1(本),東京福祉大学,東京都豊島区東池袋４－２３－１,1708426,2021-01-20,,2144,
F113310102859,F1(大学),13(東京),3(私),1(本),跡見学園女子大学,東京都文京区大塚１－５－２,1128687,2021-01-20,,2152,
F113310102868,F1(大学),13(東京),3(私),1(本),文教大学,東京都品川区旗の台３－２－１７,1420064,2021-01-20,,2158,
F113310102877,F1(大学),13(東京),3(私),1(本),文京学院大学,東京都文京区向丘１－１９－１,1138668,2021-01-20,,2164,
F113310102886,F1(大学),13(東京),3(私),1(本),目白大学,東京都新宿区中落合４丁目３１番１号,1618539,2021-01-20,,2165,
F113310102895,F1(大学),13(東京),3(私),1(本),東京成徳大学,東京都北区十条台１－７－１３,1140033,2021-01-20,,2169,
F113310102902,F1(大学),13(東京),3(私),1(本),東洋学園大学,東京都文京区本郷１－２６－３,1130033,2021-01-20,,2179,
F113310102911,F1(大学),13(東京),3(私),1(本),帝京平成大学,東京都豊島区東池袋２－５１－４,1708445,2021-01-20,,2182,
F113310102920,F1(大学),13(東京),3(私),1(本),青山学院大学,東京都渋谷区渋谷４－４－２５,1500002,2021-01-20,,2190,
F113310102939,F1(大学),13(東京),3(私),1(本),上野学園大学,東京都台東区東上野４－２４－１２,1108642,2021-01-20,,2191,
F113310102948,F1(大学),13(東京),3(私),1(本),大妻女子大学,東京都千代田区三番町１２,1028357,2021-01-20,,2192,
F113310102957,F1(大学),13(東京),3(私),1(本),学習院大学,東京都豊島区目白１－５－１,1718588,2021-01-20,,2193,
F113310102966,F1(大学),13(東京),3(私),1(本),北里大学,東京都港区白金５－９－１,1088641,2021-01-20,,2194,
F113310102975,F1(大学),13(東京),3(私),1(本),共立女子大学,東京都千代田区一ツ橋２－２－１,1018437,2021-01-20,,2195,
F113310102984,F1(大学),13(東京),3(私),1(本),慶應義塾大学,東京都港区三田２－１５－４５,1088345,2021-01-20,,2197,
F113310102993,F1(大学),13(東京),3(私),1(本),工学院大学,東京都新宿区西新宿１－２４－２,1638677,2021-01-20,,2198,
F113310103000,F1(大学),13(東京),3(私),1(本),國學院大學,東京都渋谷区東４－１０－２８,1508440,2021-01-20,,2199,
F113310103019,F1(大学),13(東京),3(私),1(本),国士舘大学,東京都世田谷区世田谷４－２８－１,1548515,2021-01-20,,2200,
F113310103028,F1(大学),13(東京),3(私),1(本),駒澤大学,東京都世田谷区駒沢１－２３－１,1540012,2021-01-20,,2201,
F113310103037,F1(大学),13(東京),3(私),1(本),実践女子大学,東京都日野市大坂上４－１－１,1910061,2021-01-20,,2202,
F113310103046,F1(大学),13(東京),3(私),1(本),芝浦工業大学,東京都江東区豊洲３－７－５,1358548,2021-01-20,,2203,
F113310103055,F1(大学),13(東京),3(私),1(本),順天堂大学,東京都文京区本郷２－１－１,1138421,2021-01-20,,2204,
F113310103064,F1(大学),13(東京),3(私),1(本),上智大学,東京都千代田区紀尾井町７－１,1028554,2021-01-20,,2205,
F113310103073,F1(大学),13(東京),3(私),1(本),昭和大学,東京都品川区旗の台１－５－８,1428555,2021-01-20,,2206,
F113310103082,F1(大学),13(東京),3(私),1(本),昭和女子大学,東京都世田谷区太子堂１－７－５７,1548533,2021-01-20,,2207,
F113310103091,F1(大学),13(東京),3(私),1(本),昭和薬科大学,東京都町田市東玉川学園３－３１６５,1948543,2021-01-20,,2208,
F113310103108,F1(大学),13(東京),3(私),1(本),女子美術大学,東京都杉並区和田１－４９－８,1668538,2021-01-20,,2210,
F113310103117,F1(大学),13(東京),3(私),1(本),杉野服飾大学,東京都品川区上大崎４－６－１９,1410021,2021-01-20,,2211,
F113310103126,F1(大学),13(東京),3(私),1(本),成城大学,東京都世田谷区成城６－１－２０,1578511,2021-01-20,,2212,
F113310103135,F1(大学),13(東京),3(私),1(本),聖心女子大学,東京都渋谷区広尾４－３－１,1500012,2021-01-20,,2213,
F113310103144,F1(大学),13(東京),3(私),1(本),清泉女子大学,東京都品川区東五反田３－１６－２１,1410022,2021-01-20,,2214,
F113310103153,F1(大学),13(東京),3(私),1(本),聖路加国際大学,東京都中央区明石町１０－１,1040044,2021-01-20,,2215,
F113310103162,F1(大学),13(東京),3(私),1(本),専修大学,東京都千代田区神田神保町３－８,1018425,2021-01-20,,2216,
F113310103171,F1(大学),13(東京),3(私),1(本),大正大学,東京都豊島区西巣鴨３－２０－１,1700001,2021-01-20,,2218,
F113310103180,F1(大学),13(東京),3(私),1(本),大東文化大学,東京都板橋区高島平１－９－１,1758571,2021-01-20,,2219,
F113310103199,F1(大学),13(東京),3(私),1(本),高千穂大学,東京都杉並区大宮２－１９－１,1680061,2021-01-20,,2220,
F113310103206,F1(大学),13(東京),3(私),1(本),拓殖大学,東京都文京区小日向３－４－１４,1120006,2021-01-20,,2221,
F113310103215,F1(大学),13(東京),3(私),1(本),多摩美術大学,東京都世田谷区上野毛３－１５－３４,1588558,2021-01-20,,2222,
F113310103224,F1(大学),13(東京),3(私),1(本),中央大学,東京都八王子市東中野７４２－１,1920393,2021-01-20,,2223,
F113310103233,F1(大学),13(東京),3(私),1(本),東海大学,東京都渋谷区富ヶ谷２－１０－２,1510063,2021-01-20,,2224,
F113310103242,F1(大学),13(東京),3(私),1(本),東京医科大学,東京都新宿区新宿６－１－１,1608402,2021-01-20,,2225,
F113310103251,F1(大学),13(東京),3(私),1(本),東京家政大学,東京都板橋区加賀１－１８－１,1738602,2021-01-20,,2226,
F113310103260,F1(大学),13(東京),3(私),1(本),東京家政学院大学,東京都町田市相原町２６００,1940292,2021-01-20,,2227,
F113310103279,F1(大学),13(東京),3(私),1(本),東京歯科大学,東京都千代田区神田三崎町２－９－１８,1010061,2021-01-20,,2228,
F113310103288,F1(大学),13(東京),3(私),1(本),東京慈恵会医科大学,東京都港区西新橋３－２５－８,1058461,2021-01-20,,2229,
F113310103297,F1(大学),13(東京),3(私),1(本),東京女子大学,東京都杉並区善福寺２－６－１,1670041,2021-01-20,,2230,
F113310103304,F1(大学),13(東京),3(私),1(本),東京女子医科大学,東京都新宿区河田町８－１,1620054,2021-01-20,,2231,
F113310103313,F1(大学),13(東京),3(私),1(本),東京電機大学,東京都足立区千住旭町５番,1200026,2021-01-20,,2232,
F113310103322,F1(大学),13(東京),3(私),1(本),東京農業大学,東京都世田谷区桜丘１－１－１,1560054,2021-01-20,,2233,
F113310103331,F1(大学),13(東京),3(私),1(本),東京薬科大学,東京都八王子市堀之内１４３２－１,1920392,2021-01-20,,2234,
F113310103340,F1(大学),13(東京),3(私),1(本),東京理科大学,東京都新宿区神楽坂１－３,1628601,2021-01-20,,2235,
F113310103359,F1(大学),13(東京),3(私),1(本),東邦大学,東京都大田区大森西５－２１－１６,1438540,2021-01-20,,2236,
F113310103368,F1(大学),13(東京),3(私),1(本),東洋大学,東京都文京区白山５－２８－２０,1120001,2021-01-20,,2237,
F113310103377,F1(大学),13(東京),3(私),1(本),東京音楽大学,東京都目黒区上目黒１－９－１,1538622,2021-01-20,,2238,
F113310103386,F1(大学),13(東京),3(私),1(本),二松学舎大学,東京都千代田区三番町６－１６,1028336,2021-01-20,,2239,
F113310103395,F1(大学),13(東京),3(私),1(本),日本大学,東京都千代田区九段南４－８－２４,1028275,2021-01-20,,2240,
F113310103402,F1(大学),13(東京),3(私),1(本),日本医科大学,東京都文京区千駄木１－１－５,1138602,2021-01-20,,2241,
F113310103411,F1(大学),13(東京),3(私),1(本),日本歯科大学,東京都千代田区富士見１－９－２０,1020071,2021-01-20,,2242,
F113310103420,F1(大学),13(東京),3(私),1(本),日本社会事業大学,東京都清瀬市竹丘３－１－３０,2040023,2021-01-20,,2243,
F113310103439,F1(大学),13(東京),3(私),1(本),日本女子大学,東京都文京区目白台２－８－１,1128681,2021-01-20,,2244,
F113310103448,F1(大学),13(東京),3(私),1(本),日本女子体育大学,東京都世田谷区北烏山８－１９－１,1578565,2021-01-20,,2245,
F113310103457,F1(大学),13(東京),3(私),1(本),日本体育大学,東京都世田谷区深沢７－１－１,1580081,2021-01-20,,2246,
F113310103466,F1(大学),13(東京),3(私),1(本),ルーテル学院大学,東京都三鷹市大沢３－１０－２０,1810015,2021-01-20,,2247,
F113310103475,F1(大学),13(東京),3(私),1(本),文化学園大学,東京都渋谷区代々木３－２２－１,1510053,2021-01-20,,2248,
F113310103484,F1(大学),13(東京),3(私),1(本),法政大学,東京都千代田区富士見２－１７－１,1028160,2021-01-20,,2249,
F113310103493,F1(大学),13(東京),3(私),1(本),星薬科大学,東京都品川区荏原２－４－４１,1420063,2021-01-20,,2250,
F113310103509,F1(大学),13(東京),3(私),1(本),武蔵大学,東京都練馬区豊玉上１－２６－１,1768534,2021-01-20,,2251,
F113310103518,F1(大学),13(東京),3(私),1(本),東京都市大学,東京都世田谷区玉堤１－２８－１,1580087,2021-01-20,,2252,
F113310103527,F1(大学),13(東京),3(私),1(本),武蔵野音楽大学,東京都練馬区羽沢１－１３－１,1768521,2021-01-20,,2253,
F113310103536,F1(大学),13(東京),3(私),1(本),明治大学,東京都千代田区神田駿河台１－１,1018301,2021-01-20,,2254,
F113310103545,F1(大学),13(東京),3(私),1(本),明治学院大学,東京都港区白金台１－２－３７,1088636,2021-01-20,,2255,
F113310103554,F1(大学),13(東京),3(私),1(本),明治薬科大学,東京都清瀬市野塩二丁目５２２－１,2048588,2021-01-20,,2256,
F113310103563,F1(大学),13(東京),3(私),1(本),立教大学,東京都豊島区西池袋３－３４－１,1710021,2021-01-20,,2257,
F113310103572,F1(大学),13(東京),3(私),1(本),立正大学,東京都品川区大崎４－２－１６,1418602,2021-01-20,,2258,
F113310103581,F1(大学),13(東京),3(私),1(本),早稲田大学,東京都新宿区戸塚町１－１０４,1698050,2021-01-20,,2259,
F113310103590,F1(大学),13(東京),3(私),1(本),国際仏教学大学院大学,東京都文京区春日２－８－９,1120003,2021-01-20,,2260,
F113310103607,F1(大学),13(東京),3(私),1(本),学習院女子大学,東京都新宿区戸山３丁目２０－１,1620052,2021-01-20,,2261,
F113310103616,F1(大学),13(東京),3(私),1(本),東京国際工科専門職大学,東京都新宿区西新宿１－７－３　,1600023,2021-01-20,,2289,
F113310103625,F1(大学),13(東京),3(私),1(本),東京保健医療専門職大学,東京都江東区塩浜２－２２－１０,1350043,2021-01-20,,2290,
F113310103634,F1(大学),13(東京),3(私),1(本),情報経営イノベーション専門職大学,東京都墨田区文花１‐１８‐１３　,1310044,2021-01-20,,2291,
F113310103643,F1(大学),13(東京),3(私),1(本),大学院大学至善館,東京都中央区日本橋２丁目５ー１日本橋髙島屋三井ビルディング１７階,1036117,2021-01-20,,2292,
F113310103652,F1(大学),13(東京),3(私),1(本),東京通信大学,東京都新宿区西新宿１－７－３,1600023,2021-01-20,,2293,
F113310103661,F1(大学),13(東京),3(私),1(本),国際ファッション専門職大学,東京都新宿区西新宿１－７－３,1600023,2021-01-20,,2294,
F113310103670,F1(大学),13(東京),3(私),1(本),駒沢女子大学,東京都稲城市坂浜２３８,2068511,2021-01-20,,2295,
F113310103689,F1(大学),13(東京),3(私),1(本),亜細亜大学,東京都武蔵野市境５－８,1800022,2021-01-20,,2296,
F113310103698,F1(大学),13(東京),3(私),1(本),桜美林大学,東京都町田市常盤町３７５８,1940294,2021-01-20,,2297,
F113310103705,F1(大学),13(東京),3(私),1(本),国立音楽大学,東京都立川市柏町５－５－１,1900004,2021-01-20,,2298,
F113310103714,F1(大学),13(東京),3(私),1(本),国際基督教大学,東京都三鷹市大沢３－１０－２,1818585,2021-01-20,,2299,
F113310103723,F1(大学),13(東京),3(私),1(本),白百合女子大学,東京都調布市緑ケ丘１－２５,1828525,2021-01-20,,2300,
F113310103732,F1(大学),13(東京),3(私),1(本),成蹊大学,東京都武蔵野市吉祥寺北町３－３－１,1808633,2021-01-20,,2301,
F113310103741,F1(大学),13(東京),3(私),1(本),玉川大学,東京都町田市玉川学園６－１－１,1948610,2021-01-20,,2302,
F113310103750,F1(大学),13(東京),3(私),1(本),津田塾大学,東京都小平市津田町２－１－１,1878577,2021-01-20,,2303,
F113310103769,F1(大学),13(東京),3(私),1(本),帝京大学,東京都板橋区加賀２－１１－１,1738605,2021-01-20,,2304,
F113310103778,F1(大学),13(東京),3(私),1(本),東京経済大学,東京都国分寺市南町１－７－３４,1850021,2021-01-20,,2305,
F113310103787,F1(大学),13(東京),3(私),1(本),東京女子体育大学,東京都国立市富士見台４－３０－１,1868668,2021-01-20,,2306,
F113310103796,F1(大学),13(東京),3(私),1(本),東京神学大学,東京都三鷹市大沢３－１０－３０,1810015,2021-01-20,,2307,
F113310103803,F1(大学),13(東京),3(私),1(本),東京造形大学,東京都八王子市宇津貫町１５５６,1920992,2021-01-20,,2308,
F113310103812,F1(大学),13(東京),3(私),1(本),桐朋学園大学,東京都調布市若葉町１－４１－１,1820003,2021-01-20,,2309,
F113310103821,F1(大学),13(東京),3(私),1(本),日本獣医生命科学大学,東京都武蔵野市境南町１－７－１,1800023,2021-01-20,,2310,
F113310103830,F1(大学),13(東京),3(私),1(本),武蔵野大学,東京都江東区有明三丁目３番３号,1358181,2021-01-20,,2311,
F113310103849,F1(大学),13(東京),3(私),1(本),武蔵野美術大学,東京都小平市小川町１－７３６,1878505,2021-01-20,,2312,
F113310103858,F1(大学),13(東京),3(私),1(本),明星大学,東京都日野市程久保２－１－１,1918506,2021-01-20,,2313,
F113310103867,F1(大学),13(東京),3(私),1(本),和光大学,東京都町田市金井ヶ丘５－１－１,1958585,2021-01-20,,2314,
F113310103876,F1(大学),13(東京),3(私),1(本),杏林大学,東京都三鷹市新川６－２０－２,1810004,2021-01-20,,2315,
F113310103885,F1(大学),13(東京),3(私),1(本),創価大学,東京都八王子市丹木町１－２３６,1928577,2021-01-20,,2316,
F113310103894,F1(大学),13(東京),3(私),1(本),日本文化大学,東京都八王子市片倉町９７７,1920986,2021-01-20,,2317,
F113310103901,F1(大学),13(東京),3(私),1(本),東京工科大学,東京都八王子市片倉町１４０４－１,1920982,2021-01-20,,2319,
F113310103910,F1(大学),13(東京),3(私),1(本),日本赤十字看護大学,東京都渋谷区広尾４－１－３,1500012,2021-01-20,,2320,
F113310103929,F1(大学),13(東京),3(私),1(本),恵泉女学園大学,東京都多摩市南野２－１０－１,2060032,2021-01-20,,2321,
F113310103938,F1(大学),13(東京),3(私),1(本),多摩大学,東京都多摩市聖ケ丘４－１－１,2060022,2021-01-20,,2322,
F113310103947,F1(大学),13(東京),3(私),1(本),東京純心大学,東京都八王子市滝山町２－６００,1920011,2021-01-20,,2323,
F113310103956,F1(大学),13(東京),3(私),1(本),嘉悦大学,東京都小平市花小金井南町２丁目８番４号,1878578,2021-01-20,,2324,
F113310103965,F1(大学),13(東京),3(私),1(本),東京富士大学,東京都新宿区下落合一丁目七番七号,1618556,2021-01-20,,2326,
