department,year,base,unit,count
メディア情報工学科,1964,私立,学科,0
メディア情報工学科,1964,私立,学級,0
メディア情報工学科,1964,計,学科,0
メディア情報工学科,1964,計,学級,0
国際コミュニケーション情報工学科,1964,国立,学科,0
国際コミュニケーション情報工学科,1964,国立,学級,0
国際コミュニケーション情報工学科,1964,公立,学科,0
国際コミュニケーション情報工学科,1964,公立,学級,0
国際コミュニケーション情報工学科,1964,私立,学科,0
国際コミュニケーション情報工学科,1964,私立,学級,0
国際コミュニケーション情報工学科,1964,計,学科,0
国際コミュニケーション情報工学科,1964,計,学級,0
グローバル情報工学科,1964,国立,学科,0
グローバル情報工学科,1964,国立,学級,0
グローバル情報工学科,1964,公立,学科,0
グローバル情報工学科,1964,公立,学級,0
グローバル情報工学科,1964,私立,学科,0
グローバル情報工学科,1964,私立,学級,0
グローバル情報工学科,1964,計,学科,0
グローバル情報工学科,1964,計,学級,0
グローバル情報学科,1964,国立,学科,0
グローバル情報学科,1964,国立,学級,0
グローバル情報学科,1964,公立,学科,0
グローバル情報学科,1964,公立,学級,0
グローバル情報学科,1964,私立,学科,0
グローバル情報学科,1964,私立,学級,0
グローバル情報学科,1964,計,学科,0
グローバル情報学科,1964,計,学級,0
情報システム工学科,1964,国立,学科,0
情報システム工学科,1964,国立,学級,0
情報システム工学科,1964,公立,学科,0
情報システム工学科,1964,公立,学級,0
情報システム工学科,1964,私立,学科,0
情報システム工学科,1964,私立,学級,0
情報システム工学科,1964,計,学科,0
情報システム工学科,1964,計,学級,0
情報ネットワーク工学科,1964,国立,学科,0
情報ネットワーク工学科,1964,国立,学級,0
情報ネットワーク工学科,1964,公立,学科,0
情報ネットワーク工学科,1964,公立,学級,0
情報ネットワーク工学科,1964,私立,学科,0
情報ネットワーク工学科,1964,私立,学級,0
情報ネットワーク工学科,1964,計,学科,0
情報ネットワーク工学科,1964,計,学級,0
通信ネットワーク工学科,1964,国立,学科,0
通信ネットワーク工学科,1964,国立,学級,0
通信ネットワーク工学科,1964,公立,学科,0
通信ネットワーク工学科,1964,公立,学級,0
通信ネットワーク工学科,1964,私立,学科,0
通信ネットワーク工学科,1964,私立,学級,0
通信ネットワーク工学科,1964,計,学科,0
通信ネットワーク工学科,1964,計,学級,0
情報通信エレクトロニクス工学科,1964,国立,学科,0
情報通信エレクトロニクス工学科,1964,国立,学級,0
情報通信エレクトロニクス工学科,1964,公立,学科,0
情報通信エレクトロニクス工学科,1964,公立,学級,0
情報通信エレクトロニクス工学科,1964,私立,学科,0
情報通信エレクトロニクス工学科,1964,私立,学級,0
情報通信エレクトロニクス工学科,1964,計,学科,0
情報通信エレクトロニクス工学科,1964,計,学級,0
制御情報システム工学科,1964,国立,学科,0
制御情報システム工学科,1964,国立,学級,0
制御情報システム工学科,1964,公立,学科,0
制御情報システム工学科,1964,公立,学級,0
制御情報システム工学科,1964,私立,学科,0
制御情報システム工学科,1964,私立,学級,0
制御情報システム工学科,1964,計,学科,0
制御情報システム工学科,1964,計,学級,0
人間情報システム工学科,1964,国立,学科,0
人間情報システム工学科,1964,国立,学級,0
人間情報システム工学科,1964,公立,学科,0
人間情報システム工学科,1964,公立,学級,0
人間情報システム工学科,1964,私立,学科,0
人間情報システム工学科,1964,私立,学級,0
人間情報システム工学科,1964,計,学科,0
人間情報システム工学科,1964,計,学級,0
システム制御情報工学科,1964,国立,学科,0
システム制御情報工学科,1964,国立,学級,0
システム制御情報工学科,1964,公立,学科,0
システム制御情報工学科,1964,公立,学級,0
システム制御情報工学科,1964,私立,学科,0
システム制御情報工学科,1964,私立,学級,0
システム制御情報工学科,1964,計,学科,0
システム制御情報工学科,1964,計,学級,0
工業化学科,1964,国立,学科,14
工業化学科,1964,国立,学級,14
工業化学科,1964,公立,学科,2
工業化学科,1964,公立,学級,2
工業化学科,1964,私立,学科,1
工業化学科,1964,私立,学級,1
工業化学科,1964,計,学科,17
工業化学科,1964,計,学級,17
化学工学科,1964,国立,学科,0
化学工学科,1964,国立,学級,0
化学工学科,1964,公立,学科,0
化学工学科,1964,公立,学級,0
化学工学科,1964,私立,学科,0
化学工学科,1964,私立,学級,0
化学工学科,1964,計,学科,0
化学工学科,1964,計,学級,0
応用化学科,1964,国立,学科,0
応用化学科,1964,国立,学級,0
応用化学科,1964,公立,学科,0
応用化学科,1964,公立,学級,0
応用化学科,1964,私立,学科,0
応用化学科,1964,私立,学級,0
応用化学科,1964,計,学科,0
応用化学科,1964,計,学級,0
物質工学科,1964,国立,学科,0
物質工学科,1964,国立,学級,0
物質工学科,1964,公立,学科,0
物質工学科,1964,公立,学級,0
物質工学科,1964,私立,学科,0
物質工学科,1964,私立,学級,0
物質工学科,1964,計,学科,0
物質工学科,1964,計,学級,0
物質化学工学科,1964,国立,学科,0
物質化学工学科,1964,国立,学級,0
物質化学工学科,1964,公立,学科,0
物質化学工学科,1964,公立,学級,0
物質化学工学科,1964,私立,学科,0
物質化学工学科,1964,私立,学級,0
物質化学工学科,1964,計,学科,0
物質化学工学科,1964,計,学級,0
生物工学科,1964,国立,学科,0
生物工学科,1964,国立,学級,0
生物工学科,1964,公立,学科,0
生物工学科,1964,公立,学級,0
生物工学科,1964,私立,学科,0
生物工学科,1964,私立,学級,0
生物工学科,1964,計,学科,0
生物工学科,1964,計,学級,0
生物応用化学科,1964,国立,学科,0
生物応用化学科,1964,国立,学級,0
生物応用化学科,1964,公立,学科,0
生物応用化学科,1964,公立,学級,0
生物応用化学科,1964,私立,学科,0
生物応用化学科,1964,私立,学級,0
生物応用化学科,1964,計,学科,0
生物応用化学科,1964,計,学級,0
生物資源工学科,1964,国立,学科,0
生物資源工学科,1964,国立,学級,0
生物資源工学科,1964,公立,学科,0
生物資源工学科,1964,公立,学級,0
生物資源工学科,1964,私立,学科,0
生物資源工学科,1964,私立,学級,0
生物資源工学科,1964,計,学科,0
生物資源工学科,1964,計,学級,0
生物化学システム工学科,1964,国立,学科,0
生物化学システム工学科,1964,国立,学級,0
生物化学システム工学科,1964,公立,学科,0
生物化学システム工学科,1964,公立,学級,0
生物化学システム工学科,1964,私立,学科,0
生物化学システム工学科,1964,私立,学級,0
生物化学システム工学科,1964,計,学科,0
生物化学システム工学科,1964,計,学級,0
物質環境工学科,1964,国立,学科,0
物質環境工学科,1964,国立,学級,0
物質環境工学科,1964,公立,学科,0
物質環境工学科,1964,公立,学級,0
物質環境工学科,1964,私立,学科,0
物質環境工学科,1964,私立,学級,0
物質環境工学科,1964,計,学科,0
物質環境工学科,1964,計,学級,0
化学・バイオ工学科,1964,国立,学科,0
化学・バイオ工学科,1964,国立,学級,0
化学・バイオ工学科,1964,公立,学科,0
化学・バイオ工学科,1964,公立,学級,0
化学・バイオ工学科,1964,私立,学科,0
化学・バイオ工学科,1964,私立,学級,0
化学・バイオ工学科,1964,計,学科,0
化学・バイオ工学科,1964,計,学級,0
土木工学科,1964,国立,学科,5
土木工学科,1964,国立,学級,5
土木工学科,1964,公立,学科,2
土木工学科,1964,公立,学級,2
土木工学科,1964,私立,学科,2
土木工学科,1964,私立,学級,3
土木工学科,1964,計,学科,9
土木工学科,1964,計,学級,10
土木建築工学科,1964,国立,学科,0
土木建築工学科,1964,国立,学級,0
土木建築工学科,1964,公立,学科,0
土木建築工学科,1964,公立,学級,0
土木建築工学科,1964,私立,学科,0
土木建築工学科,1964,私立,学級,0
土木建築工学科,1964,計,学科,0
土木建築工学科,1964,計,学級,0
建築学科,1964,国立,学科,3
建築学科,1964,国立,学級,3
建築学科,1964,公立,学科,0
建築学科,1964,公立,学級,0
建築学科,1964,私立,学科,1
建築学科,1964,私立,学級,1
建築学科,1964,計,学科,4
建築学科,1964,計,学級,4
建設工学科,1964,国立,学科,0
建設工学科,1964,国立,学級,0
建設工学科,1964,公立,学科,0
建設工学科,1964,公立,学級,0
建設工学科,1964,私立,学科,0
建設工学科,1964,私立,学級,0
建設工学科,1964,計,学科,0
建設工学科,1964,計,学級,0
環境都市工学科,1964,国立,学科,0
環境都市工学科,1964,国立,学級,0
環境都市工学科,1964,公立,学科,0
環境都市工学科,1964,公立,学級,0
環境都市工学科,1964,私立,学科,0
環境都市工学科,1964,私立,学級,0
環境都市工学科,1964,計,学科,0
環境都市工学科,1964,計,学級,0
都市・環境工学科,1964,国立,学科,0
都市・環境工学科,1964,国立,学級,0
都市・環境工学科,1964,公立,学科,0
都市・環境工学科,1964,公立,学級,0
都市・環境工学科,1964,私立,学科,0
都市・環境工学科,1964,私立,学級,0
都市・環境工学科,1964,計,学科,0
都市・環境工学科,1964,計,学級,0
環境都市デザイン工学科,1964,国立,学科,0
環境都市デザイン工学科,1964,国立,学級,0
環境都市デザイン工学科,1964,公立,学科,0
環境都市デザイン工学科,1964,公立,学級,0
環境都市デザイン工学科,1964,私立,学科,0
環境都市デザイン工学科,1964,私立,学級,0
環境都市デザイン工学科,1964,計,学科,0
環境都市デザイン工学科,1964,計,学級,0
都市環境デザイン工学科,1964,国立,学科,0
都市環境デザイン工学科,1964,国立,学級,0
都市環境デザイン工学科,1964,公立,学科,0
都市環境デザイン工学科,1964,公立,学級,0
都市環境デザイン工学科,1964,私立,学科,0
都市環境デザイン工学科,1964,私立,学級,0
都市環境デザイン工学科,1964,計,学科,0
都市環境デザイン工学科,1964,計,学級,0
環境・建設工学科,1964,国立,学科,0
環境・建設工学科,1964,国立,学級,0
環境・建設工学科,1964,公立,学科,0
環境・建設工学科,1964,公立,学級,0
環境・建設工学科,1964,私立,学科,0
環境・建設工学科,1964,私立,学級,0
環境・建設工学科,1964,計,学科,0
環境・建設工学科,1964,計,学級,0
建設システム工学科,1964,国立,学科,0
建設システム工学科,1964,国立,学級,0
建設システム工学科,1964,公立,学科,0
建設システム工学科,1964,公立,学級,0
建設システム工学科,1964,私立,学科,0
建設システム工学科,1964,私立,学級,0
建設システム工学科,1964,計,学科,0
建設システム工学科,1964,計,学級,0
都市システム工学科,1964,国立,学科,0
都市システム工学科,1964,国立,学級,0
都市システム工学科,1964,公立,学科,0
都市システム工学科,1964,公立,学級,0
都市システム工学科,1964,私立,学科,0
都市システム工学科,1964,私立,学級,0
都市システム工学科,1964,計,学科,0
都市システム工学科,1964,計,学級,0
建設環境工学科,1964,国立,学科,0
建設環境工学科,1964,国立,学級,0
建設環境工学科,1964,公立,学科,0
建設環境工学科,1964,公立,学級,0
建設環境工学科,1964,私立,学科,0
建設環境工学科,1964,私立,学級,0
建設環境工学科,1964,計,学科,0
建設環境工学科,1964,計,学級,0
都市工学科,1964,国立,学科,0
都市工学科,1964,国立,学級,0
都市工学科,1964,公立,学科,0
都市工学科,1964,公立,学級,0
都市工学科,1964,私立,学科,0
都市工学科,1964,私立,学級,0
都市工学科,1964,計,学科,0
都市工学科,1964,計,学級,0
建築デザイン学科,1964,国立,学科,0
建築デザイン学科,1964,国立,学級,0
建築デザイン学科,1964,公立,学科,0
建築デザイン学科,1964,公立,学級,0
建築デザイン学科,1964,私立,学科,0
建築デザイン学科,1964,私立,学級,0
建築デザイン学科,1964,計,学科,0
建築デザイン学科,1964,計,学級,0
建築社会デザイン工学科,1964,国立,学科,0
建築社会デザイン工学科,1964,国立,学級,0
建築社会デザイン工学科,1964,公立,学科,0
建築社会デザイン工学科,1964,公立,学級,0
建築社会デザイン工学科,1964,私立,学科,0
建築社会デザイン工学科,1964,私立,学級,0
建築社会デザイン工学科,1964,計,学科,0
建築社会デザイン工学科,1964,計,学級,0
社会基盤工学科,1964,国立,学科,0
社会基盤工学科,1964,国立,学級,0
社会基盤工学科,1964,公立,学科,0
社会基盤工学科,1964,公立,学級,0
社会基盤工学科,1964,私立,学科,0
社会基盤工学科,1964,私立,学級,0
社会基盤工学科,1964,計,学科,0
社会基盤工学科,1964,計,学級,0
航空工学科,1964,国立,学科,0
航空工学科,1964,国立,学級,0
航空工学科,1964,公立,学科,0
航空工学科,1964,公立,学級,0
航空工学科,1964,私立,学科,0
航空工学科,1964,私立,学級,0
航空工学科,1964,計,学科,0
航空工学科,1964,計,学級,0
航空機体工学科,1964,国立,学科,0
航空機体工学科,1964,国立,学級,0
航空機体工学科,1964,公立,学科,1
航空機体工学科,1964,公立,学級,1
航空機体工学科,1964,私立,学科,0
航空機体工学科,1964,私立,学級,0
航空機体工学科,1964,計,学科,1
航空機体工学科,1964,計,学級,1
航空原動機工学科,1964,国立,学科,0
航空原動機工学科,1964,国立,学級,0
航空原動機工学科,1964,公立,学科,1
航空原動機工学科,1964,公立,学級,1
航空原動機工学科,1964,私立,学科,0
航空原動機工学科,1964,私立,学級,0
航空原動機工学科,1964,計,学科,1
航空原動機工学科,1964,計,学級,1
印刷工学科,1964,国立,学科,0
印刷工学科,1964,国立,学級,0
印刷工学科,1964,公立,学科,0
印刷工学科,1964,公立,学級,0
印刷工学科,1964,私立,学科,1
印刷工学科,1964,私立,学級,2
印刷工学科,1964,計,学科,1
印刷工学科,1964,計,学級,2
グラフィック工学科,1964,国立,学科,0
グラフィック工学科,1964,国立,学級,0
グラフィック工学科,1964,公立,学科,0
グラフィック工学科,1964,公立,学級,0
グラフィック工学科,1964,私立,学科,0
グラフィック工学科,1964,私立,学級,0
グラフィック工学科,1964,計,学科,0
グラフィック工学科,1964,計,学級,0
ビジュアル情報工学科,1964,国立,学科,0
ビジュアル情報工学科,1964,国立,学級,0
ビジュアル情報工学科,1964,公立,学科,0
ビジュアル情報工学科,1964,公立,学級,0
ビジュアル情報工学科,1964,私立,学科,0
ビジュアル情報工学科,1964,私立,学級,0
ビジュアル情報工学科,1964,計,学科,0
ビジュアル情報工学科,1964,計,学級,0
工業意匠学科,1964,国立,学科,0
工業意匠学科,1964,国立,学級,0
工業意匠学科,1964,公立,学科,0
工業意匠学科,1964,公立,学級,0
工業意匠学科,1964,私立,学科,1
工業意匠学科,1964,私立,学級,1
工業意匠学科,1964,計,学科,1
工業意匠学科,1964,計,学級,1
工業デザイン学科,1964,国立,学科,0
工業デザイン学科,1964,国立,学級,0
工業デザイン学科,1964,公立,学科,0
工業デザイン学科,1964,公立,学級,0
工業デザイン学科,1964,私立,学科,0
工業デザイン学科,1964,私立,学級,0
工業デザイン学科,1964,計,学科,0
工業デザイン学科,1964,計,学級,0
デザイン工学科,1964,国立,学科,0
デザイン工学科,1964,国立,学級,0
デザイン工学科,1964,公立,学科,0
デザイン工学科,1964,公立,学級,0
デザイン工学科,1964,私立,学科,0
デザイン工学科,1964,私立,学級,0
デザイン工学科,1964,計,学科,0
デザイン工学科,1964,計,学級,0
デザイン学科,1964,国立,学科,0
デザイン学科,1964,国立,学級,0
デザイン学科,1964,公立,学科,0
デザイン学科,1964,公立,学級,0
デザイン学科,1964,私立,学科,0
デザイン学科,1964,私立,学級,0
デザイン学科,1964,計,学科,0
デザイン学科,1964,計,学級,0
インダストリアルデザイン工学科,1964,国立,学科,0
インダストリアルデザイン工学科,1964,国立,学級,0
インダストリアルデザイン工学科,1964,公立,学科,0
インダストリアルデザイン工学科,1964,公立,学級,0
インダストリアルデザイン工学科,1964,私立,学科,0
インダストリアルデザイン工学科,1964,私立,学級,0
インダストリアルデザイン工学科,1964,計,学科,0
インダストリアルデザイン工学科,1964,計,学級,0
総合工学システム学科,1964,国立,学科,0
総合工学システム学科,1964,国立,学級,0
総合工学システム学科,1964,公立,学科,0
総合工学システム学科,1964,公立,学級,0
総合工学システム学科,1964,私立,学科,0
総合工学システム学科,1964,私立,学級,0
総合工学システム学科,1964,計,学科,0
総合工学システム学科,1964,計,学級,0
総合システム工学科,1964,国立,学科,0
総合システム工学科,1964,国立,学級,0
総合システム工学科,1964,公立,学科,0
総合システム工学科,1964,公立,学級,0
総合システム工学科,1964,私立,学科,0
総合システム工学科,1964,私立,学級,0
総合システム工学科,1964,計,学科,0
総合システム工学科,1964,計,学級,0
ものづくり工学科,1964,国立,学科,0
ものづくり工学科,1964,国立,学級,0
ものづくり工学科,1964,公立,学科,0
ものづくり工学科,1964,公立,学級,0
ものづくり工学科,1964,私立,学科,0
ものづくり工学科,1964,私立,学級,0
ものづくり工学科,1964,計,学科,0
ものづくり工学科,1964,計,学級,0
生産システム工学科,1964,国立,学科,0
生産システム工学科,1964,国立,学級,0
生産システム工学科,1964,公立,学科,0
生産システム工学科,1964,公立,学級,0
生産システム工学科,1964,私立,学科,0
生産システム工学科,1964,私立,学級,0
生産システム工学科,1964,計,学科,0
生産システム工学科,1964,計,学級,0
創造技術工学科,1964,国立,学科,0
創造技術工学科,1964,国立,学級,0
創造技術工学科,1964,公立,学科,0
創造技術工学科,1964,公立,学級,0
創造技術工学科,1964,私立,学科,0
創造技術工学科,1964,私立,学級,0
創造技術工学科,1964,計,学科,0
創造技術工学科,1964,計,学級,0
産業システム工学科,1964,国立,学科,0
産業システム工学科,1964,国立,学級,0
産業システム工学科,1964,公立,学科,0
産業システム工学科,1964,公立,学級,0
産業システム工学科,1964,私立,学科,0
産業システム工学科,1964,私立,学級,0
産業システム工学科,1964,計,学科,0
産業システム工学科,1964,計,学級,0
創造工学科,1964,国立,学科,0
創造工学科,1964,国立,学級,0
創造工学科,1964,公立,学科,0
創造工学科,1964,公立,学級,0
創造工学科,1964,私立,学科,0
創造工学科,1964,私立,学級,0
創造工学科,1964,計,学科,0
創造工学科,1964,計,学級,0
生産デザイン工学科,1964,国立,学科,0
生産デザイン工学科,1964,国立,学級,0
生産デザイン工学科,1964,公立,学科,0
生産デザイン工学科,1964,公立,学級,0
生産デザイン工学科,1964,私立,学科,0
生産デザイン工学科,1964,私立,学級,0
生産デザイン工学科,1964,計,学科,0
生産デザイン工学科,1964,計,学級,0
総合理工学科,1964,国立,学科,0
総合理工学科,1964,国立,学級,0
総合理工学科,1964,公立,学科,0
総合理工学科,1964,公立,学級,0
総合理工学科,1964,私立,学科,0
総合理工学科,1964,私立,学級,0
総合理工学科,1964,計,学科,0
総合理工学科,1964,計,学級,0
ソーシャルデザイン工学科,1964,国立,学科,0
ソーシャルデザイン工学科,1964,国立,学級,0
ソーシャルデザイン工学科,1964,公立,学科,0
ソーシャルデザイン工学科,1964,公立,学級,0
ソーシャルデザイン工学科,1964,私立,学科,0
ソーシャルデザイン工学科,1964,私立,学級,0
ソーシャルデザイン工学科,1964,計,学科,0
ソーシャルデザイン工学科,1964,計,学級,0
未来創造工学科,1964,国立,学科,0
未来創造工学科,1964,国立,学級,0
未来創造工学科,1964,公立,学科,0
未来創造工学科,1964,公立,学級,0
未来創造工学科,1964,私立,学科,0
未来創造工学科,1964,私立,学級,0
未来創造工学科,1964,計,学科,0
未来創造工学科,1964,計,学級,0
総合工学科,1964,国立,学科,0
総合工学科,1964,国立,学級,0
総合工学科,1964,公立,学科,0
総合工学科,1964,公立,学級,0
総合工学科,1964,私立,学科,0
総合工学科,1964,私立,学級,0
総合工学科,1964,計,学科,0
総合工学科,1964,計,学級,0
創造システム工学科,1964,国立,学科,0
創造システム工学科,1964,国立,学級,0
創造システム工学科,1964,公立,学科,0
創造システム工学科,1964,公立,学級,0
創造システム工学科,1964,私立,学科,0
創造システム工学科,1964,私立,学級,0
創造システム工学科,1964,計,学科,0
創造システム工学科,1964,計,学級,0
国際創造工学科,1964,国立,学科,0
国際創造工学科,1964,国立,学級,0
国際創造工学科,1964,公立,学科,0
国際創造工学科,1964,公立,学級,0
国際創造工学科,1964,私立,学科,0
国際創造工学科,1964,私立,学級,0
国際創造工学科,1964,計,学科,0
国際創造工学科,1964,計,学級,0
国際理工学科,1964,国立,学科,0
国際理工学科,1964,国立,学級,0
国際理工学科,1964,公立,学科,0
国際理工学科,1964,公立,学級,0
国際理工学科,1964,私立,学科,0
国際理工学科,1964,私立,学級,0
国際理工学科,1964,計,学科,0
国際理工学科,1964,計,学級,0
航海学科,1964,国立,学科,0
航海学科,1964,国立,学級,0
航海学科,1964,公立,学科,0
航海学科,1964,公立,学級,0
航海学科,1964,私立,学科,0
航海学科,1964,私立,学級,0
航海学科,1964,計,学科,0
航海学科,1964,計,学級,0
機関学科,1964,国立,学科,0
機関学科,1964,国立,学級,0
機関学科,1964,公立,学科,0
機関学科,1964,公立,学級,0
機関学科,1964,私立,学科,0
機関学科,1964,私立,学級,0
機関学科,1964,計,学科,0
機関学科,1964,計,学級,0
商船学科,1964,国立,学科,0
商船学科,1964,国立,学級,0
商船学科,1964,公立,学科,0
商船学科,1964,公立,学級,0
商船学科,1964,私立,学科,0
商船学科,1964,私立,学級,0
商船学科,1964,計,学科,0
商船学科,1964,計,学級,0
経営情報学科,1964,国立,学科,0
経営情報学科,1964,国立,学級,0
経営情報学科,1964,公立,学科,0
経営情報学科,1964,公立,学級,0
経営情報学科,1964,私立,学科,0
経営情報学科,1964,私立,学級,0
経営情報学科,1964,計,学科,0
経営情報学科,1964,計,学級,0
情報デザイン学科,1964,国立,学科,0
情報デザイン学科,1964,国立,学級,0
情報デザイン学科,1964,公立,学科,0
情報デザイン学科,1964,公立,学級,0
情報デザイン学科,1964,私立,学科,0
情報デザイン学科,1964,私立,学級,0
情報デザイン学科,1964,計,学科,0
情報デザイン学科,1964,計,学級,0
コミュニケーション情報学科,1964,国立,学科,0
コミュニケーション情報学科,1964,国立,学級,0
コミュニケーション情報学科,1964,公立,学科,0
コミュニケーション情報学科,1964,公立,学級,0
コミュニケーション情報学科,1964,私立,学科,0
コミュニケーション情報学科,1964,私立,学級,0
コミュニケーション情報学科,1964,計,学科,0
コミュニケーション情報学科,1964,計,学級,0
ビジネスコミュニケーション学科,1964,国立,学科,0
ビジネスコミュニケーション学科,1964,国立,学級,0
ビジネスコミュニケーション学科,1964,公立,学科,0
ビジネスコミュニケーション学科,1964,公立,学級,0
ビジネスコミュニケーション学科,1964,私立,学科,0
ビジネスコミュニケーション学科,1964,私立,学級,0
ビジネスコミュニケーション学科,1964,計,学科,0
ビジネスコミュニケーション学科,1964,計,学級,0
国際流通学科,1964,国立,学科,0
国際流通学科,1964,国立,学級,0
国際流通学科,1964,公立,学科,0
国際流通学科,1964,公立,学級,0
国際流通学科,1964,私立,学科,0
国際流通学科,1964,私立,学級,0
国際流通学科,1964,計,学科,0
国際流通学科,1964,計,学級,0
国際ビジネス学科,1964,国立,学科,0
国際ビジネス学科,1964,国立,学級,0
国際ビジネス学科,1964,公立,学科,0
国際ビジネス学科,1964,公立,学級,0
国際ビジネス学科,1964,私立,学科,0
国際ビジネス学科,1964,私立,学級,0
国際ビジネス学科,1964,計,学科,0
国際ビジネス学科,1964,計,学級,0
情報機械システム工学科,1964,国立,学科,0
情報機械システム工学科,1964,国立,学級,0
情報機械システム工学科,1964,公立,学科,0
情報機械システム工学科,1964,公立,学級,0
情報機械システム工学科,1964,私立,学科,0
情報機械システム工学科,1964,私立,学級,0
情報機械システム工学科,1964,計,学科,0
情報機械システム工学科,1964,計,学級,0
計,1964,国立,学科,95
計,1964,国立,学級,111
計,1964,公立,学科,13
計,1964,公立,学級,20
計,1964,私立,学科,16
計,1964,私立,学級,26
計,1964,計,学科,124
計,1964,計,学級,157
機械工学科,1965,国立,学科,43
機械工学科,1965,国立,学級,61
機械工学科,1965,公立,学科,4
機械工学科,1965,公立,学級,10
機械工学科,1965,私立,学科,6
機械工学科,1965,私立,学級,11
機械工学科,1965,計,学科,53
機械工学科,1965,計,学級,82
生産機械工学科,1965,国立,学科,0
生産機械工学科,1965,国立,学級,0
生産機械工学科,1965,公立,学科,0
生産機械工学科,1965,公立,学級,0
生産機械工学科,1965,私立,学科,0
生産機械工学科,1965,私立,学級,0
生産機械工学科,1965,計,学科,0
生産機械工学科,1965,計,学級,0
機械電気工学科,1965,国立,学科,0
機械電気工学科,1965,国立,学級,0
機械電気工学科,1965,公立,学科,0
機械電気工学科,1965,公立,学級,0
機械電気工学科,1965,私立,学科,0
機械電気工学科,1965,私立,学級,0
機械電気工学科,1965,計,学科,0
機械電気工学科,1965,計,学級,0
金属工学科,1965,国立,学科,1
金属工学科,1965,国立,学級,1
金属工学科,1965,公立,学科,0
金属工学科,1965,公立,学級,0
金属工学科,1965,私立,学科,0
金属工学科,1965,私立,学級,0
金属工学科,1965,計,学科,1
金属工学科,1965,計,学級,1
機械システム工学科,1965,国立,学科,0
機械システム工学科,1965,国立,学級,0
機械システム工学科,1965,公立,学科,0
機械システム工学科,1965,公立,学級,0
機械システム工学科,1965,私立,学科,0
機械システム工学科,1965,私立,学級,0
機械システム工学科,1965,計,学科,0
機械システム工学科,1965,計,学級,0
知能機械工学科,1965,国立,学科,0
知能機械工学科,1965,国立,学級,0
知能機械工学科,1965,公立,学科,0
知能機械工学科,1965,公立,学級,0
知能機械工学科,1965,私立,学科,0
知能機械工学科,1965,私立,学級,0
知能機械工学科,1965,計,学科,0
知能機械工学科,1965,計,学級,0
材料工学科,1965,国立,学科,0
材料工学科,1965,国立,学級,0
材料工学科,1965,公立,学科,0
材料工学科,1965,公立,学級,0
材料工学科,1965,私立,学科,0
材料工学科,1965,私立,学級,0
材料工学科,1965,計,学科,0
材料工学科,1965,計,学級,0
環境材料工学科,1965,国立,学科,0
環境材料工学科,1965,国立,学級,0
環境材料工学科,1965,公立,学科,0
環境材料工学科,1965,公立,学級,0
環境材料工学科,1965,私立,学科,0
環境材料工学科,1965,私立,学級,0
環境材料工学科,1965,計,学科,0
環境材料工学科,1965,計,学級,0
マテリアル環境工学科,1965,国立,学科,0
マテリアル環境工学科,1965,国立,学級,0
マテリアル環境工学科,1965,公立,学科,0
マテリアル環境工学科,1965,公立,学級,0
マテリアル環境工学科,1965,私立,学科,0
マテリアル環境工学科,1965,私立,学級,0
マテリアル環境工学科,1965,計,学科,0
マテリアル環境工学科,1965,計,学級,0
機械知能システム工学科,1965,国立,学科,0
機械知能システム工学科,1965,国立,学級,0
機械知能システム工学科,1965,公立,学科,0
機械知能システム工学科,1965,公立,学級,0
機械知能システム工学科,1965,私立,学科,0
機械知能システム工学科,1965,私立,学級,0
機械知能システム工学科,1965,計,学科,0
機械知能システム工学科,1965,計,学級,0
システム制御工学科,1965,国立,学科,0
システム制御工学科,1965,国立,学級,0
システム制御工学科,1965,公立,学科,0
システム制御工学科,1965,公立,学級,0
システム制御工学科,1965,私立,学科,0
システム制御工学科,1965,私立,学級,0
システム制御工学科,1965,計,学科,0
システム制御工学科,1965,計,学級,0
生産システム工学科,1965,国立,学科,0
生産システム工学科,1965,国立,学級,0
生産システム工学科,1965,公立,学科,0
生産システム工学科,1965,公立,学級,0
生産システム工学科,1965,私立,学科,0
生産システム工学科,1965,私立,学級,0
生産システム工学科,1965,計,学科,0
生産システム工学科,1965,計,学級,0
材料システム工学科,1965,国立,学科,0
材料システム工学科,1965,国立,学級,0
材料システム工学科,1965,公立,学科,0
材料システム工学科,1965,公立,学級,0
材料システム工学科,1965,私立,学科,0
材料システム工学科,1965,私立,学級,0
材料システム工学科,1965,計,学科,0
材料システム工学科,1965,計,学級,0
電気工学科,1965,国立,学科,43
電気工学科,1965,国立,学級,43
電気工学科,1965,公立,学科,3
電気工学科,1965,公立,学級,4
電気工学科,1965,私立,学科,6
電気工学科,1965,私立,学級,11
電気工学科,1965,計,学科,52
電気工学科,1965,計,学級,58
電子工学科,1965,国立,学科,0
電子工学科,1965,国立,学級,0
電子工学科,1965,公立,学科,0
電子工学科,1965,公立,学級,0
電子工学科,1965,私立,学科,0
電子工学科,1965,私立,学級,0
電子工学科,1965,計,学科,0
電子工学科,1965,計,学級,0
電子機械工学科,1965,国立,学科,0
電子機械工学科,1965,国立,学級,0
電子機械工学科,1965,公立,学科,0
電子機械工学科,1965,公立,学級,0
電子機械工学科,1965,私立,学科,0
電子機械工学科,1965,私立,学級,0
電子機械工学科,1965,計,学科,0
電子機械工学科,1965,計,学級,0
機械電子工学科,1965,国立,学科,0
機械電子工学科,1965,国立,学級,0
機械電子工学科,1965,公立,学科,0
機械電子工学科,1965,公立,学級,0
