num,year,csv,prize
30,2019,https://codeforkosen.github.io/kosen-opendata/data/procon/procon2019.csv
31,2020,https://codeforkosen.github.io/kosen-opendata/data/procon/procon2020.csv
32,2021,https://codeforkosen.github.io/kosen-opendata/data/procon/procon2021.csv
33,2022,https://codeforkosen.github.io/kosen-opendata/data/procon/procon2022.csv
34,2023,https://codeforkosen.github.io/kosen-opendata/data/procon/procon2023.csv
35,2024,https://codeforkosen.github.io/kosen-opendata/data/procon/procon2024.csv
